timestamp,open,high,low,close,volume
2026-07-20 15:21:20.889982,2502.7350657917336,2503.422247553959,2501.3683251555567,2502.7350657917336,269.76925268942614
2026-07-20 15:26:20.889982,2502.7350657917336,2503.2706688982025,2501.1033936325343,2502.2933004617917,50.0
2026-07-20 15:31:20.889982,2502.2933004617917,2506.584659808502,2501.625930254098,2505.787380383764,338.1238357834492
2026-07-20 15:36:20.889982,2505.787380383764,2516.1138448272827,2505.386268710309,2513.683150880312,691.3406372771317
2026-07-20 15:41:20.889982,2513.683150880312,2515.662238572181,2510.2845469815065,2512.757514879329,603.3893031496742
2026-07-20 15:46:20.889982,2512.757514879329,2512.807522482154,2510.0764625722272,2511.832302210949,455.69734740957523
2026-07-20 15:51:20.889982,2511.832302210949,2520.667615351627,2511.7306035859547,2520.030269945998,495.5399432563894
2026-07-20 15:56:20.889982,2520.030269945998,2525.17051523553,2517.673492755375,2524.153560070491,362.2228914849189
2026-07-20 16:01:20.889982,2524.153560070491,2524.183256975322,2520.5541432301234,2522.0368125867635,540.9517764803568
2026-07-20 16:06:20.889982,2522.0368125867635,2526.2935407835994,2519.8341055726896,2525.0275008862986,653.175655896123
2026-07-20 16:11:20.889982,2525.0275008862986,2525.239607525585,2521.221132008828,2522.9405816871054,176.82264251790542
2026-07-20 16:16:20.889982,2522.9405816871054,2524.6564580452814,2519.1570844329217,2520.8437305986977,559.9295375674697
2026-07-20 16:21:20.889982,2520.8437305986977,2524.6930084780697,2518.768855561467,2522.316142969418,686.4869741909334
2026-07-20 16:26:20.889982,2522.316142969418,2522.4220114543864,2511.750271429275,2512.934071575345,416.9799422073261
2026-07-20 16:31:20.889982,2512.934071575345,2513.934101369161,2503.75346589239,2504.5302389861495,640.1401224241167
2026-07-20 16:36:20.889982,2504.5302389861495,2505.660625462263,2501.004233305654,2501.965473891609,1062.9308888945106
2026-07-20 16:41:20.889982,2501.965473891609,2503.047158382298,2494.706803445821,2497.1521693378754,479.1314414026216
2026-07-20 16:46:20.889982,2497.1521693378754,2499.1934854789192,2494.8492185206273,2498.971994157261,578.6614100010647
2026-07-20 16:51:20.889982,2498.971994157261,2500.1720922547916,2493.131273428405,2494.687315296267,352.3885832677217
2026-07-20 16:56:20.889982,2494.687315296267,2496.7583622124635,2487.0027272050356,2487.8995230033165,536.2502325204101
2026-07-20 17:01:20.889982,2487.8995230033165,2496.526626060812,2486.8806821715702,2495.4525286218995,592.0543249964608
2026-07-20 17:06:20.889982,2495.4525286218995,2496.3876520996396,2492.266597304576,2494.5753999823187,538.9684680540277
2026-07-20 17:11:20.889982,2494.5753999823187,2497.2301490669533,2494.303491289008,2495.1618348386914,296.06093605822866
2026-07-20 17:16:20.889982,2495.1618348386914,2495.431620101247,2487.2461468195456,2488.3108191625442,541.2723542650901
2026-07-20 17:21:20.889982,2488.3108191625442,2488.5563093804585,2484.3127057440893,2485.851679354646,792.4391877435273
2026-07-20 17:26:20.889982,2485.851679354646,2487.00917849938,2484.553136899164,2486.6518674958393,589.7271529029055
2026-07-20 17:31:20.889982,2486.6518674958393,2486.6698209905394,2480.3967829149096,2481.182316175957,692.3974378143682
2026-07-20 17:36:20.889982,2481.182316175957,2484.9773492969794,2479.981327317123,2483.295684495303,452.59760599747443
2026-07-20 17:41:20.889982,2483.295684495303,2485.7250168881574,2478.39412345948,2480.562392463111,649.9800478847421
2026-07-20 17:46:20.889982,2480.562392463111,2481.4530899338374,2479.2508316967305,2479.363609372373,555.8535676433052
2026-07-20 17:51:20.889982,2479.363609372373,2481.4602244480066,2474.3725659181546,2476.629355560874,309.8178540625536
2026-07-20 17:56:20.889982,2476.629355560874,2488.109915434762,2476.31247098115,2486.069778472596,563.7042009597749
2026-07-20 18:01:20.889982,2486.069778472596,2488.732349772967,2485.426920054204,2486.2512819907165,301.6606673119379
2026-07-20 18:06:20.889982,2486.2512819907165,2488.0518373836103,2478.9924254703806,2481.245482905609,373.4239450230416
2026-07-20 18:11:20.889982,2481.245482905609,2486.165078467158,2478.9918704695065,2485.5792594640543,537.8656614584748
2026-07-20 18:16:20.889982,2485.5792594640543,2486.3485004584873,2477.3443436596876,2479.7656195990776,559.4488546760248
2026-07-20 18:21:20.889982,2479.7656195990776,2481.747614198183,2477.401322220349,2481.049794082534,262.15350698457416
2026-07-20 18:26:20.889982,2481.049794082534,2481.1826410276053,2469.8388627597324,2471.5918937142137,710.7971542365752
2026-07-20 18:31:20.889982,2471.5918937142137,2472.9070552791604,2464.103552665272,2465.281654256493,614.4012556600945
2026-07-20 18:36:20.889982,2465.281654256493,2467.0503682580397,2463.5421619006365,2466.4991197286636,359.05431287782324
2026-07-20 18:41:20.889982,2466.4991197286636,2470.8630665189066,2465.1355359255176,2470.391692336419,192.48304071016491
2026-07-20 18:46:20.889982,2470.391692336419,2472.1115595005276,2468.030933218788,2471.485667215485,471.01908418371374
2026-07-20 18:51:20.889982,2471.485667215485,2471.556428800685,2470.6676301647176,2471.161190939262,410.81125722776795
2026-07-20 18:56:20.889982,2471.161190939262,2471.759979505919,2468.8977525031646,2469.9204671007965,522.6280914106046
2026-07-20 19:01:20.889982,2469.9204671007965,2470.495292288505,2461.663735880398,2462.8738667142547,427.3766677688867
2026-07-20 19:06:20.889982,2462.8738667142547,2465.0226392510976,2457.825217752829,2459.576592276343,98.50862785099804
2026-07-20 19:11:20.889982,2459.576592276343,2461.0030531880775,2457.338696098678,2457.5574265197133,422.3306123397683
2026-07-20 19:16:20.889982,2457.5574265197133,2464.71439451402,2457.148453859426,2463.005088419734,438.8761777863374
2026-07-20 19:21:20.889982,2463.005088419734,2466.88317174768,2462.3891973511295,2464.944819533404,626.7322049548118
2026-07-20 19:26:20.889982,2464.944819533404,2465.972821635771,2455.6532358879317,2456.514170906406,360.36006507779007
2026-07-20 19:31:20.889982,2456.514170906406,2460.464011288631,2456.203312650327,2458.3527437451235,835.7349346745132
2026-07-20 19:36:20.889982,2458.3527437451235,2459.743298393719,2456.3567912041585,2456.7057947832936,117.67188986964857
2026-07-20 19:41:20.889982,2456.7057947832936,2458.4372707980588,2451.4066747855613,2453.6273992784054,762.2334995605249
2026-07-20 19:46:20.889982,2453.6273992784054,2457.9443402010397,2452.4298027352434,2456.8765628422216,455.13620582437903
2026-07-20 19:51:20.889982,2456.8765628422216,2464.477568792134,2455.5965513100064,2462.194073780258,671.9169744687113
2026-07-20 19:56:20.889982,2462.194073780258,2468.2339432910267,2460.770115290885,2467.0310228176813,515.9602968117466
2026-07-20 20:01:20.889982,2467.0310228176813,2468.7313739591373,2462.8767775039046,2463.1400462253573,727.9111072050939
2026-07-20 20:06:20.889982,2463.1400462253573,2465.162556448615,2460.791270505022,2461.8634244032532,422.52760708943777
2026-07-20 20:11:20.889982,2461.8634244032532,2463.919625318115,2459.927950045055,2463.7413773006942,280.27591496443756
2026-07-20 20:16:20.889982,2463.7413773006942,2469.7305332778897,2463.494097750093,2468.799919218241,784.1008574542127
2026-07-20 20:21:20.889982,2468.799919218241,2470.3645928598676,2464.5107338334,2466.6817377697535,477.30387082357174
2026-07-20 20:26:20.889982,2466.6817377697535,2468.871543139066,2463.650963341323,2466.0125735113943,544.3116947248421
2026-07-20 20:31:20.889982,2466.0125735113943,2468.1523460852836,2460.8029339590603,2460.808202350946,746.950382808959
2026-07-20 20:36:20.889982,2460.808202350946,2461.743902932127,2453.1638100276327,2455.1734740572033,293.60895158111305
2026-07-20 20:41:20.889982,2455.1734740572033,2460.3131974504267,2453.6965681209813,2459.4124302548557,619.0981795278515
2026-07-20 20:46:20.889982,2459.4124302548557,2467.8345980869535,2458.514682484745,2466.3392148230323,382.0210487074218
2026-07-20 20:51:20.889982,2466.3392148230323,2468.569954338671,2464.9895711921426,2466.2306483606576,473.5661288711256
