id,direction,entry_price,exit_price,position_size,pnl,pnl_pct,duration_sec,exit_reason,confidence,source
trade_0,SHORT,2440.9737057114394,2419.8033948079146,0.020483629087445308,0.4336447962137001,0.0001776523832268448,600.0,take_profit,0.6,ema_crossover
trade_1,LONG,2387.242967978577,2375.0326031663258,0.020945571479186693,-0.25575306896195144,-0.00010713323796216396,300.0,stop_loss,0.6,ema_crossover
trade_2,SHORT,2365.846757365468,2390.5895760066305,0.021134458224300066,-0.522926066923083,-0.00022103125035257857,600.0,stop_loss,0.6,ema_crossover
trade_3,LONG,2390.5895760066305,2373.760814967486,0.020914620949624256,-0.35196715818551016,-0.00014723027395336302,600.0,stop_loss,0.6,ema_crossover
trade_4,SHORT,2359.3912892066123,2339.3716937149834,0.021190429591406577,0.42422382871380343,0.0001798022357098963,300.0,take_profit,0.6,ema_crossover
trade_5,LONG,2385.25116482422,2403.481285537808,0.020961581257770357,0.3821321566768447,0.00016020625513666012,1200.0,take_profit,0.6,ema_crossover
trade_6,SHORT,2414.366501134508,2448.111618568325,0.0207095926608253,-0.6988476363460662,-0.0002894538323066024,900.0,stop_loss,0.6,ema_crossover
trade_7,LONG,2448.111618568325,2431.801294952883,0.02042270138135883,-0.3331008686314975,-0.00013606441230253118,600.0,stop_loss,0.6,ema_crossover
trade_8,SHORT,2468.165315847933,2417.2313979561513,0.020256093345488477,1.0317221952673752,0.0004180117873963921,600.0,take_profit,0.6,ema_crossover
trade_9,LONG,2432.0963121580253,2413.6707144229213,0.020558620721941354,-0.37880487541106517,-0.00015575241552623692,300.0,stop_loss,0.6,ema_crossover
trade_10,SHORT,2399.6885705785116,2378.813890503004,0.020835475165203836,0.4349338782948121,0.00018124596817576175,600.0,take_profit,0.6,ema_crossover
trade_11,LONG,2405.6098173064256,2397.495740359571,0.020785094044008242,-0.16865185242069558,-7.010773368456568e-05,900.0,stop_loss,0.6,ema_crossover
trade_12,SHORT,2385.2054895710844,2405.7985913210614,0.020962547355042604,-0.43168387062110347,-0.00018098393304416313,300.0,stop_loss,0.6,ema_crossover
trade_13,LONG,2206.324414218285,2198.0601817352626,0.02266113917114174,-0.18727692244043564,-8.488186108695582e-05,300.0,stop_loss,0.6,ema_crossover
trade_14,SHORT,2178.395492335629,2184.70370331637,0.022951244803151208,-0.1447812944889138,-6.646235497562584e-05,900.0,stop_loss,0.6,ema_crossover
trade_15,LONG,2195.461229038311,2184.572611329737,0.022772510693848027,-0.24796116320972902,-0.00011294262906129511,300.0,stop_loss,0.6,ema_crossover
